ID	Content
0	对于觉大人的厌食症，你有什么头绪吗？
1	唔，还没有……
2	你可得更上点心才行呐！
3	我很上心啦。只是我还不太了解觉小姐，所以……
4	要了解觉大人？
5	不早说！你来找咱不就好了，在这么多宠物之中，咱跟着觉大人的时间几乎是最长的。
6	那你能跟我说说觉小姐喜欢什么口味吗？
7	唔……
8	刚刚才夸下海口，这么快就露馅啦。
9	因为咱不会做饭嘛……
10	最早的时候，都是觉大人给我们做的饭。后来收养了擅长做饭的宠物，就由擅长做饭的宠物去做了。
11	居然让主人给你们做饭，这宠物当得也太舒服了吧——
12	一般不就是主人给宠物做饭嘛。
13	好像是啊……不过，真难想象觉小姐作为地灵殿之主，居然会给你们做饭呢。
14	也已经是很久以前的事了……
15	真怀念觉大人当时给咱做的猫饭啊。
16	什么是猫饭？
17	就是专门做给猫吃的饭？
18	……再具体一点嘛？
19	就是那种，猫吃的饭嘛。有很多猫喜欢的东西、还有汤汁的饭！
20	……难道是盖浇饭的一种？
21	都说了咱不擅长厨艺，就算问咱也不知道啦。
22	……我给你做份盖浇饭试试吧？
23	好啊好啊！
24	你说的猫饭，是类似这样的盖浇饭吗？
25	唔……虽然口感很像，但是没有当初吃到觉大人做的那种温柔的感觉。
26	为啥料理会吃出温柔的感觉啊……
27	我想想哦……没错！这个牛肉感觉不太对劲。
28	怎么会？这是新鲜的牛肉啊。
29	觉大人给咱做的猫饭，可没有牛肉这种硬生生的东西呐。
30	唔，比牛肉更适合猫咪的食材是——
31	海苔
32	觉大人给咱做的可不是这么小气的东西。
33	鱼肉
34	鹿肉
35	鹿鹿那么可爱，为什么要吃鹿鹿。
36	猪肉
37	猪肉和牛肉差不了多少吧？
38	猫当然爱吃鱼啦。
39	说的也是。我大概知道猫饭是什么了。有机会我也来试试做吧！
