ID	Content
0	……
1	……
2	……
3	不要无视我啊！你明明注意到我了吧！
4	诶，是莉格露啊。怎么了吗？
5	居然问怎么了，看到萤火虫大人出来还不赶紧过来招待，你胆子真是变大了啊。
6	这样啊，那你看看要吃点什么，然后告诉我就可以了哦。
7	什么！？你的意思是要我像其他普通人一样拼命纠结自己到底要吃什么，然后再眼巴巴地一边等着上菜一边后悔地想或许刚刚点别的菜会更好吗！？
8	……什么啊，大家不都是这样的吗？
9	别把我和那些家伙相提并论！
10	诶，好麻烦，到底是要怎样啊？
11	等等，米斯蒂娅，你过来一下……
12	怎么了，响子？
13	我想……这大概就是所谓的“omakase“！
14	？
15	虽然不太明白，但我想作为专业的厨师，不能只等着客人告诉自己需要什么，而是应该主动去理解客人的需要，为客人定制专业的服务——
16	那、那怎么才能明白客人到底需要什么！
17	这大概就是对你作为老板娘的考验了！只要用心，就一定可以理解的！
18	啊，她在点单了，快去试试看吧！
19	我、我不行的吧——
20	看起来想吃甜的……但、但是，响子，我们好像没有甜味的食物！
21	没关系，冷静下来！合格的厨师可以对菜谱按照自己的理解进行修改！
22	这是下午我在兽道得到的蜂蜜，加进去试试看！
23	成功了呢！
24	太好了！
25	越是强大的家伙性格就越麻烦，以后或许还会遇到这种情况，如果让他们不满的话，或许会发生可怕的事情……
26	但是反过来想，如果让这些客人满意了，说不定也会发生好事呢！
27	米斯琪真是积极呢，好，就着这个势头努力吧！
28	*偶尔会遇到熟悉的特殊客人，这时候如果理解了他们的需求，可以获得意料之外的收获！但是如果惹怒了他们……
29	呜，虽然是我要的甜的，可是好清淡……清淡的我不喜欢。算了，就这样吧！不好不坏！
30	怎，怎么是很普通的评价……明明努力地加了蜂蜜……
31	看起来……单纯满足特殊客人也未必会得到最好的结果，还要花些心思去考虑他们平时的喜好和厌恶吧。
32	现在开始把所有客人的喜欢和讨厌记录下来……
33	料理也是很严格的修行呢……
34	另外，无论是特殊客人还是普通客人，如果好好地招待了的话，都会得到不菲的小费……可以说是主要的经济来源也说不定呢。
