ID	Content
0	哼……哼哼……
1	稗田小姐，您哼的是什么歌呀？
2	啊！您听到了吗！？
3	诶？抱、抱歉！这不是我能听的是吗！？
4	也不是……只是有点……
5	算了。不好意思，让您见笑了。
6	没、没有的事！这个曲子的旋律很好听哦！我可以问一下是什么曲吗？
7	这是幺乐团的曲子。
8	幺乐团？我居然不知道幻想乡还有这样一个乐团。
9	这是很久以前存在于幻想乡的乐团。所谓幺乐，即现在近乎消失的音乐。而且，我怀疑这些曲目并不是幻想乡的产物。
10	怎么会！？这么好听的曲子竟然听不到了吗……
11	别担心，幺乐团所残留的曲子的历史已经被我记录下来，并保留在《幻想乡缘起》里了。
12	太好了！！！
13	不过，《幻想乡缘起》不是记录妖怪的书吗？还能记录曲子呀……
14	这是您的误解。《幻想乡缘起》并不仅记录妖怪，也记录人类、地域等有关幻想乡的人文知识。音乐当然也不除外。
15	原来是这样。
16	当然，更重要的是，我喜欢音乐。
17	原来稗田小姐也是音乐同好啊！那个……我有个请求……
18	您请说。
19	那个幺乐团的曲子，可以让我也欣赏一下吗？
20	当然可以。你这么喜欢的话，我把我记录下来的曲谱也抄给你一份吧。
21	太感谢了！那个……人类不是都说要礼尚往来，我也想给您回点什么东西……
22	萝蕾拉小姐在村子里开店以后，越来越了解人类的人情世故了啊。
23	嘿嘿……不过，像稗田小姐这样的大户人家，也不知道我能给您带来什么……
24	唔……如果您确实想要回礼，那就为我做道菜吧。
25	好耶！这个我擅长！
26	我这儿有个食谱，如果您愿意将它制作出来，让我偶然去店里用餐的时候可以一品其味，我就很满足了。
27	这是……“豆腐味噌”？这么简单廉价的东西就可以了吗？
28	只要是美味的食物就不会廉价。
29	我明白了。我一定不负所托！
