ID	Content
0	这儿有个神龛诶——
1	这是守矢神社的神龛哦！来参拜一下吧？
2	不……我毕竟是妖怪啊，这不合适吧？
3	你这种想法已经过时了！
4	现在的幻想乡，不仅有信奉神明的妖怪，还有遁入佛门的妖怪、求仙问道的妖怪——
5	比起人类，妖怪的信仰心要更加深刻呢！
6	是这样吗……
7	因为妖怪对于事物本身存在的意义，看得比它的外在更为重要。
8	啊，原来如此。
9	所以啊，信仰着神明的无论是谁都没有问题，神明所赠与的保佑是不会因人类或妖怪加以区分的！
10	……有、有点心动！
11	心动不如行动！
12	唔，可是我听说山上的神明好像是山神还是风神什么的？
13	御神德应该是改变地形、风向那一类的吧？我又不是什么探险者，信仰她对我来说似乎也没什么用……
14	不用担心。我们家的神明大人拥有改变御神德的才能。体会到幻想乡住民的所需，如今已经转型为革新之神了！
15	诶？御神德是可以随便改变的东西吗？
16	神和妖怪不一样，可以利用“神话”来自由变幻自己的性质。
17	还真方便啊！那可以让我的店即使不用工作也生意兴隆吗？
18	别做梦啦。
19	果然做不到吧……
20	唔……你的店就是那个夜雀食堂对吧？
21	是的！欢迎常来光临哦！
22	……
23	虽然没有办法让你的店不用工作也生意兴隆，不过……或许你会对外界的料理有兴趣？
24	外、外界的料理吗！？
25	果然！异世界的料理听起来就很有吸引力吧？穿越类的轻小说都是这么写的。
26	如果你愿意教我外界的料理，就算要我信仰你也可以哦！
27	那就来信仰我吧！我是现人神。即使是人类之身，也可以以此收集信仰哦。
28	真厉害啊……
29	我想想，作为你首次拥有信仰的奖励，我就爽快地教你一道外界流行的街边小吃吧~
30	好、好的！
31	那就……好了，我已经把料理步骤画了下来。好好体会吧。这是绝对不存在于幻想乡常识中的料理哦。
32	是！等我学会以后，还请你来品尝一下哦。
33	没问题。我也很怀念那个味道呢。
