ID	Context
0	听说命莲寺今天会举行法会，您不去吗？
1	法会什么的和我没关系。反正——谁也不会在意我有没有到场。
2	为什么这么说呀？命莲寺的大家不是感情很好吗？
3	他们是他们，我是我——
4	命莲寺的妖怪都以白莲为中心，大家确实有很深的羁绊……但我是后来才入门的弟子，当然没办法像他们一样互相信赖啦。
5	怎么会呢？不是有句话——感情没有先来后到之分？
6	不是那回事啦……曾经做过那样的事，她们不能完全接纳我也是可以理解的。
7	是说擅自找外援帮助命莲寺的事情吗？
8	这件事就算有些莽撞，但说到底也是为了守护命莲寺。您就别一直放在心上了。村纱小姐干的坏事一箩筐，不还是一副坦坦荡荡的样子嘛。
9	我们做的坏事不太一样啦。我闯的祸远远不止那一件……
10	我……我差点害白莲无法复活……
11	诶！？这是怎么回事？
12	这个事情说来话长——
13	我原本和村纱她们一起被封印在地底，后来又随着间歇泉的骚动一起来到地上。
14	在我还莫名其妙的时候，她们却突然变得好有精神。说是——既然飞仓也从地底解放了出来，就能让“那个人类”复活来着。
15	那个人类？
16	我觉得很不爽啊。也不想想人类都把我们害成什么模样了？所以听到她们说要找什么飞仓碎片的时候，我抢先一步将飞仓碎片散布在地上。
17	村纱她们还以为飞仓碎片是由于间歇泉的缘故而四散。实际上是我造成碎片散落于世界各处的。不止如此，我还让碎片变成没有形态、不明真相的飞行物体，大大增加了她们的收集难度……
18	……好过分。
19	还不是她们开口说要和人类站在一起，这点我当时无法忍受。
20	那个人类……就是住持小姐吗？
21	没错。那时候我还不认识她，不知道她原来是个好人。
22	不过，我后来知道了。白莲不是一般的人类，她一直在帮助妖怪……
23	唔……住持小姐已经不能算是人类了吧？
24	不重要了。
25	不管她是人类还是妖怪，从过去到现在，她都一直在尽力帮助妖怪。而我却……
26	唔……这样的话，她们就算无法释怀也是情有可原……
27	不对！如果她们无法释怀，为什么会让您入门呢？
28	我跟白莲道歉，白莲马上原谅了我……还收留我在命莲寺。也是多亏她，我才在地上有了安身之所……明明我做了那种事，她却一点也没有怪我……
29	住持大人收留无处可去的妖怪们的慈悲之心，确实是让人敬佩。难怪妖怪们都愿意追随她。
30	所以啊——我也很羡慕她们有这样的羁绊啊——
31	就连我也有点羡慕呢……受您之前做的那些料理的影响，我想把命莲寺的这份羁绊也做成料理——！
32	那……可以把我也加进去吗！？
33	当然可以。不过……您的特点是真相不明，该怎么去体现您的存在呢……
34	唔……真相不明的感觉，应该与身处幻境的感觉相似。我记得你可以做出梦幻般的料理？
35	对啊。怎么了？您又想吃了吗？
36	我在想，这种料理似乎与我的能力所呈现的气质有什么相似之处……
37	我明白了！我这就做给您尝尝！
38	不错……这种如梦似幻的感觉，的确和我能力有点相似呢。但感觉还少了点什么……
39	您是真相不明的妖怪，还拥有抹去其他事物的真相的能力……那么如梦似幻般的感觉……
40	唔……所谓的消去真相，就是把物件的一切事实样貌都消去吧？
41	没错，我能够夺取物体、生物的形态、声音、气味，仅仅只留下行动。
42	比如一只飞在空中的鸟，只将它的外形部分夺去，就变成了“飞在空中的迷之物体”，就是这样的能力。
43	那我明白了！缺少的那个气质就是——
44	梦幻
45	这种如梦似幻的感觉，的确和我能力有点相似呢。但感觉还少了点什么……
46	传说
47	我虽然是古老的妖怪，但不是活在传说中的妖怪。倒不如说，有关我的传说几乎都和我毫无关系。
48	不可思议
49	文化底蕴
50	笑死我了——这种东西怎么会和我有关系啊哈哈哈——？
51	被消除真相的物体和生物，在所有人眼中都是不同的存在。这本来就是违反常识的事情。所以一般人都会把真相不明的“迷之物体”脑补成各种不可思议的东西。
52	比起“如梦似幻”，我觉得“不可思议”的感觉和您更相衬哦！
53	是吗……
54	好！那就结合这两种感觉，创造出能在这道料理中代替我的存在吧！至于其他人——
55	啊哈……放心吧，我已经有大概想法了。等做出来以后，希望您可以来店里尝尝。
56	要是能做出来，我一定去——！
