ID	Context
0	那边的——都跑起来！如果再被我发现有人在袖子里偷藏零食，追加负重10圈！
1	依姬小姐您好——您总在监督月之使者的操练呢。
2	这些月兔天性懒散，爱好享乐，不盯着是不行的。
3	是、是吗？不过，我觉得她们已经挺强的了，您也可以稍微放心一点吧？
4	可惜的是，即使兔子们没日没夜地训练，但就算它们一拥而上，也完全不是我的对手。
5	我想也是……那您为什么还要这么辛苦去训练她们呢？
6	我从来没有指望过兔子们真的能去抗敌，但至少——
7	我希望，她们都能从战场上活着回来。
8	依姬小姐……
9	可是，不去战争不就可以了吗？
10	哈……这真是个天真的问题……
11	啊？
12	……
13	你知道为什么月之民将生死视为污秽吗？
14	诶？我不知道……
15	生命最早诞生于海洋，然后以海洋为战场，赌上自己的生存权，进行了漫长的、无尽的厮杀。
16	最终大海变得污秽，只有胜利者走向了没有污秽的地上。
17	……
18	而在地上，赌上生存权的死斗更为激烈。
19	有的强化了肉体，将弱者当作食物；有的离开陆地，在天空寻求没有污秽的世界；也有的放弃地上的生活，重返大海。
20	这些事我也大概知道一些，只是从来没有细想过……不知道为什么，听您这么一说，总觉得心情有点莫名的沉重。
21	因为在这条历史的长河里，胜利者只是少数，多数都在战斗中灭绝了。
22	唔……
23	历史总是以胜利者为中心前进着，这样的世界充满了血腥，所以地上污秽越来越多。
24	最终，我们的贤者察觉到了污秽的本相，于是就像生命从大海来到地上，从地上来到天空那样，我们的贤者来到了月球。
25	这是每个月之民都深谙的历史。月之民也因此厌恶污秽的生命。
26	可是，照这么说的话，月之民也在“活着”呀？难道这里就没有污秽吗？
27	呵呵，生命的历史就是战争的历史。如你所见，即便是月都也无法回避战争，月之民也一样可能会被杀死。
28	所以即便是我们，身上也多少有着依稀的污秽。
29	……
30	要是世界和平就好了……
31	……是呢。
32	不过你身为地上的妖怪，应该已经司空见惯了才对吧？毕竟在地上斗争才是常态。
33	我们那都是小打小闹啦……
34	是吗？……或许只是你不知道而已。
35	我这边能教给你的也已经不多了，剩下的就靠你独自去领悟。永远记住学无止境！
36	我、我明白了！在依姬小姐的训练下，我也觉得精神力方面有了很大的提升！
37	我也没有什么特别的毕业贺礼，不过看你做饭的时候总在唱歌，也许这个东西很适合你——
38	诶？！这是之前看到过的——月之军乐队的礼服？太漂亮了吧！？
39	是吗？你喜欢就好。
40	尺码刚刚好，给翅膀留的开口也正好合适！您是特意为我定制的吗？麻烦您了，真是太感谢啦！
41	也没有什么麻烦的……难得在月之都修行一回，姑且留作一个纪念吧。
42	这段时间，我在月都学习到了很多！真希望您也可以来地上做客，我一定也会好好招待您的！
43	去地上……
44	对呀！我想邀请您来听我的演唱会！我敢保证，它给您带来的绝对是在月都难以体验到的快乐！
45	虽然很想回应你，但这件事对我来说……
46	而且，这可是永琳小姐定居的地方哦，您不想看看让永琳小姐做出选择的幻想乡到底是什么样的吗？
47	那当然是……唔……
48	您在犹豫什么呢？
49	……
50	虽然只是临危受命补了师父大人的空缺，但现在我已身为月之使者的首领，肩上担负着责任，决不能擅离职守。
51	而且我的一举一动，也都被许多人注视着……
52	不管怎样，这张VIP门票是特意为您准备的！因为是无限期的，所以无论什么时候都欢迎您来！
53	……谢谢。好，我就先收下了。
54	太好了！我会在每一场演唱会里寻找您的身影，如果没有见到您，那我就对月高歌吧！
55	身为妖怪，月亮一直都是我们的向往哦——！
56	谢谢……不得不说，你改变了一些我对地上生物的印象。
57	现在我由衷地希望，无论未来发生什么，愿你能一直像这样自由和快乐。
58	谢谢您！我也要祝愿——
59	祝愿世界和平！
60	没错……和平最好了。
