ID	TITLE	DESCIRIPTION
DLC4_Main_Part4_Mission	追寻幽香小姐的真相	幽香小姐明明那么珍惜这些花，为什么会放任妖精们随意摘花呢？幽香小姐她……究竟是怎么想的……与其听别人说，还是用自己的眼睛去看看吧！
DLC4_Main_Part6_Mission	制造新闻的记者	也不知道文文小姐到底在折腾什么……总觉得有些不安，去看看她吧！
DLC4_Main_Part7_Mission	破坏之神或将重现幻想乡！？	《文文。新闻》刊登了破坏之神盯上夜雀食堂的消息！？这种事完全没有听说过！！！到底是怎么一回事！？得赶紧去确认一下！
DLC4_Main_Part8_Mission	恶魔之妹之谜！	虽然答应了要陪蕾米小姐的妹妹玩，可心里总感觉躁动不安，现在才考虑可能有点迟了……但还是向咲夜小姐再打听一下吧……
DLC4_Main_Part9_Mission	寻找和妹妹大人一起玩游戏的伙伴！	要抵挡妹妹大人的进攻，最低限度要有三个伙伴。在此基础上，伙伴越多，在游戏中的优势也会越大。当然，是否能够邀请她们参与，就要看你和她们的亲密程度了。
DLC4_Kizuna_Medicine_LV1_Upgrade_Mission_001	受欢迎的毒野菜？其一	就连人类都能吃的有毒的野菜……梅蒂欣说的究竟是怎么一回事？看样子她自己也不太清楚，还是去问问慧音老师吧！
DLC4_Kizuna_Medicine_LV1_Upgrade_Mission_002	受欢迎的毒野菜？其二	学到了素有“树上青菜”之称的香椿的相关知识！也回去告诉一下梅蒂欣吧！
DLC4_Kizuna_Medicine_LV1_Upgrade_Mission_003	请梅蒂欣品尝一下「香椿煎饼」吧！	从梅蒂欣那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_Medicine_LV2_Upgrade_Mission_001	抗“毒”测试	“不管它的毒性有多大，对我来说都只是佐料的程度哦。”——既然梅蒂欣夸下了这样的海口，那下次她到店的时候，就请她品尝一下黑暗料理吧。
DLC4_Kizuna_Medicine_LV2_Upgrade_Mission_002	请梅蒂欣品尝一下「毒瘴花园」吧！	从梅蒂欣那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_Medicine_LV3_Upgrade_Mission_001	人生就是酸甜苦辣毒	梅蒂欣才那么小，就算决定一生都要和毒打交道，也还是应该多接触些别的事物，这样才能积累常识！首先就从料理来给她开开眼界吧！
DLC4_Kizuna_Medicine_LV3_Upgrade_Mission_002	请梅蒂欣品尝一下「小小的甜蜜‘毒药’」吧！	从梅蒂欣那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_ImaizumiKagerou_First_002_Mission	竹林的狼女	以后在竹林相遇，只要不是满月之夜，我都可以为你担任向导哦。欢迎你常到竹林来玩！
DLC4_Kizuna_ImaizumiKagerou_LV1_Upgrade_Mission_001	草根妖怪网络的互助任务	一直和我通信的妖怪说，自己行动不便，于是拜托住在竹林附近的草根妖怪提供一些竹子和笋给她做料理。如果你也感兴趣，可以和我一起完成这个互助任务哦！
DLC4_Kizuna_ImaizumiKagerou_LV1_Upgrade_Mission_002	请今泉影狼品尝一下「石锅竹笋炖肉」吧！	从今泉影狼那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_ImaizumiKagerou_LV2_Upgrade_Mission_001	担任了料理顾问！	唔……用竹筒来蒸肉，稍不留神肉质就会变柴。选择合适的肉或许很重要……既然一时没有头绪，索性做些肉类料理和影狼小姐一边吃一边寻找灵感吧！
DLC4_Kizuna_ImaizumiKagerou_LV2_Upgrade_Mission_002	请今泉影狼品尝一下「竹筒粉蒸肉」吧！	从今泉影狼那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_ImaizumiKagerou_LV3_Upgrade_Mission_001	无限再生的竹子	这片竹林的竹子，不管怎么砍第二天就会重新长出来，不物尽其用真是太浪费了。做些竹子料理和影狼小姐一边吃一边寻找新料理的灵感吧！
DLC4_Kizuna_ImaizumiKagerou_LV3_Upgrade_Mission_002	请今泉影狼品尝一下「翠竹迎春」吧！	从今泉影狼那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_ImaizumiKagerou_LV4_Upgrade_Mission	内向的人鱼	那孩子一直想结识你，但她行动不便。如果可以的话，希望你去见见她。她就在湖那边。她胆子很小，平时总躲着不见人。这回她可是鼓足了勇气来和你邂逅哦。
DLC4_Kizuna_SukunaShinmyoumaru_LV1_Upgrade_Mission	请少名针妙丸品尝一下「红豆大福」吧！	从少名针妙丸那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC4_Kizuna_SukunaShinmyoumaru_LV2_Upgrade_Mission_001	旅行路上的干粮	“在长途跋涉的旅行里，甜食有助于及时补充能量和体内的糖分。还可以促进多巴胺分泌，缓解旅途压力什么的。”——既然针妙丸小姐决意要带甜食上路，那就给她做些甜食作为参考吧……
