ID	Context
0	丰姬小姐也是月之使者的首领，您不需要参与训练吗？
1	理论上是需要的，但是……
2	每次我精神抖擞地准备找兔子们训练，却恰好都是训练休息日，真是遗憾呐。
3	……您是故意的吧。
4	既然话都说到这里了，那我就来训练一下你吧。
5	诶？！
6	我想想……速度……
7	对厨房工作来说，速度很重要吧？这次的特训内容就决定是“速度”了！
8	训练我的速度吗？……我明白了！我会好好努力的！
9	嗯啊，那么你先去准备一大堆桃子过来吧。
10	好的！——
11	诶？桃子？
12	你没有听错哦。快去吧！可别耽误了宝贵的特训时间哟～
13	好、好的！我马上就来！
14	丰姬小姐，我把桃子带过来了——
15	辛苦了！那么接下来就是特训时间，这次我会和你一起参与训练。
16	是！
17	首先，我们要了解速度的本质……
18	所谓速度，指的就是将食物消灭的速度。
19	明白！——
20	不？不对吧——
21	速度，应该是指一些更帅气的事情？再怎么说，训练消灭食物的速度也太……
22	啊？！您这就把桃子全部吃完了？
23	没办法啊，敌人可不会给你发呆的机会哟。
24	您该不会只是假借特训的名义来吃桃子吧……
25	什么？你说太快了没看清？真没办法啊，那我就再示范一次吧——
26	还想吃的话就请您直说！
27	哎呀。你气鼓鼓的样子和桃子很像呢。
28	才不像啦！
29	别生气了哟。看在你请我吃了桃子的份上，我送你一个好东西吧～
30	什么东西？
31	听依姬说你在学习分子料理，我这里也有一个分子料理的食谱哟——
32	我看看——
33	这个也是分子料理吗？和依姬小姐教我做的不一样呢。
34	这道料理用的是分子料理中常见的凝胶制作法。
35	将凝胶剂放在水中加热，凝胶分子就会均匀在水中舒展开来——
36	这时候“天罗地网”已经被它们悄然布下，只等液体冷却，水分子会被锁进凝胶的网状结构，赋予其水润Q弹的口感哦。
37	就是通过增稠剂把液体转变成不同程度的果冻状吧？这种做法在地上也很常见，原来这也是分子料理的一种！
38	这上面记录的东西，应该会对你有用吧？
39	我看看！唔……这、这是什么魔法使的实验吗？
40	这是食谱哦～
41	诶！？
42	这是在月都很流行的甜品，“桃花琉璃卷”。
43	可是……上面画的内容又是加热，又是降温的……
44	原来你不识字呀？上面说的是将凝胶剂放在水中加热，凝胶分子就会均匀在水中舒展开来——
45	这时候“天罗地网”已经被它们悄然布下，只等液体冷却，水分子会被锁进凝胶的网状结构，赋予其水润Q弹的口感哦。
46	就是通过增稠剂把液体转变成不同程度的果冻状吧？这种做法在地上也很常见。
47	这只是最低程度的做法，大厨们利用这种技术，甚至可以使不同蔬果拥有鱼子酱的口感。
48	还能让大颗的百香果胶囊就像蛋黄一样，油光水滑，轻轻一戳就爆浆！真是非常了不起的技术呢！
49	听说月之民对吃的方面没什么追求，但丰姬小姐很不一样呢！
50	这道料理看起来非常特别，那就谢谢您啦。我会试试做的！
51	真期待呢～
