ID	Context
0	哎哎——你来得正好——！
1	怨——咳咳、屠自古小姐——
2	有、有什么事吗？
3	看样子你还是很畏惧我怨灵的身份啊。算了——你走吧——
4	唔……
5	怎么了？
6	不、没什么……那个，您还是说吧……
7	你这小麻雀还真是扭捏。是这样，我想请你帮我一个忙——
8	怨灵拜托妖怪帮忙吗……
9	因为那个地方对道士仙人啥的很敏感啊。我没有其他对象可以拜托了。
10	唔……到底是什么事呢……
11	我之前在妖怪寺庙的墓地那边埋了一些地瓜，可是那地儿现在被一个伞妖给霸占了。
12	我们与佛教的纠葛已有千年，我不想为了区区地瓜给太子大人增添事端……
13	但我实在是好馋啊——！
14	为、为什么——
15	为什么您会在别人家的墓园埋地瓜啊！？古代人都这么没常识吗？
16	我埋地瓜的时候，那儿还不是秃驴家的墓园。若论先来后到，我们才是那片土地的主人。
17	这是什么意思？
18	妖怪寺庙的地下有个巨大的建筑——梦殿大祀庙。那个墓园原本是大祀庙的入口。
19	为什么把庙建在地底下？
20	并不是我们把大祀庙建在地底……这得从一千四百年前说起……
21	太子大人成为尸解仙后，长眠于大祀庙伺机复活。不料佛教竟然支配了这个国家千年之久，僧侣们借助法力一直封印着大祀庙，太子大人无法寻到复活的时机，只能一直沉睡着……
22	这一觉睡得可真够久的。
23	后来，随着时间流逝，居然有人开始散播“太子大人的存在与功绩都是杜撰的”这种言论。但这正合我们的心意，太子大人顺势将大祀庙迁入幻想乡。
24	也就是说你们在妖怪寺院……唔，在命莲寺建立之前就已经来幻想乡了？
25	没错。那时候的幻想乡连一间寺院都还没有。
26	解除封印的太子大人随时可以在幻想乡复活，可就在准备复活之际，那个魔僧先一步盖起了寺院，正好就盖在了大祀庙上面。
27	唔……的确很难相信这是巧合……
28	太子大人复活后，将大祀庙建筑内部的神灵庙迁走，移动到自己开辟的仙界里，重新建造起道场，但大祀庙仍然保留了通往灵庙的入口。
29	难怪寺院的墓园有可以通往仙界的洞窟，原来是这样……
30	就是这样……哎！你怎么光顾着打听了？到底帮不帮忙？
31	诶？帮什么忙？
32	帮我去妖怪寺院的墓地把之前埋下的地瓜拿回来啊！
33	啊啊……我想起来了！这对我来说只是件小事……
34	那么？
35	我这去帮您把地瓜拿回来！
36	够爽快！回头我把做好的拔丝地瓜分你一些！
37	好哇！！
38	速度很快嘛——我看看——
39	咦？这不是我之前埋的地瓜——
40	诶！？不是吗？
41	唔……
42	算了。或许是我记错了——
43	多谢啦！一会儿把做好的拔丝地瓜分你一些吧！
44	那我就不客气了！拔丝地瓜是好东西呢，以后我也做一些在店里卖吧~
45	那就太好了！仙界没有适合埋地瓜的地方，我原本还挺苦恼的。
46	那到时候就请您多多来光顾夜雀食堂啦！
47	没问题咧！
