ID	TITLE	DESCIRIPTION
DLC5_Main_Part2.1_Mission	突如其来的口味异变？其一	总觉得昨天的露米娅和美铃小姐和平时不太一样，去看望一下她们吧！
DLC5_Main_Part2.2_Mission	突如其来的口味异变？其二	虽然露米娅和美铃小姐听起来都没有什么异常的样子，但是……还是去问问灵梦小姐的意见吧……
DLC5_Main_Part3.1_Mission	前往魔界！	魔界究竟有什么东西让宫出口瑞灵这么惧怕？要是能找出来，或许能掌握更多关于她的弱点。和灵梦一起去魔界打探情报吧！
DLC5_Main_Part3.2_Mission	去魔界开分店？！	以开分店的名义在魔界暗中调查，这不是非常正当嘛？去神社找紫报告这件事，顺便让她把开分店的事情承包下来吧！
DLC5_Main_Part4.1_Mission	竹林里的月之民！	找月之民打点关系这种事，当然不是由我来做——竹林那边，有人在等着你哦。去见一见那位传说中的“月之头脑”吧。
DLC5_Main_Part4.2_Mission	夜雀登月计划！	就算做足了这些准备，月都也不是可以让你畅通无阻的地方。两位公主会对你的修行事宜予以施助，到了月都先去找她们吧。
DLC5_Main_Part5.1_Mission	关于月都特训	我已经把训练计划交付给铃仙，她会协助你在月都期间进行训练。我也会在一旁监督，必须严格实施，不能有一丝疏漏和懈怠！
DLC5_Main_Part6_Mission	噗噗呦果的实验！	我需要大量的实验数据来协助我解析噗噗呦果的魔力结构，所以希望你尽量选择差异化较大的实验者，最好是不同种族的……安全起见，还是尽量去找“无论如何都不会有事”的实验者吧！
DLC5_Main_Part8_Mission	危险的实验！？	我无法确定噗噗呦果会给我带来什么异常情况，或许能让那些与我相似的存在来试试……这世上没有人比我更专精魔力，作为操盘者，我可以精确地控制实验变量，保证不会让实验者受魔力蝅食。
DLC5_Main_Part8_Branch_A_Mission	令人不安的魔法实验！	魅魔小姐对研究的态度，没有什么办法可以阻止她……这件事怎么想都让人不安！去问问专业人士的意见吧！
DLC5_Main_Part8_Branch_B_Mission	欲望之果再来！？	魅魔小姐对魔法的态度还真是坚定啊。不过……噗噗呦果就是欲望之果……这件事怎么想都让人不安！去问问灵梦小姐的意见吧！
DLC5_Main_Part9_Branch_A_Mission	无法阻拦的真理之路！	灵梦小姐和爱丽丝小姐都觉得没问题，那看来确实是我想太多了……既然这样，我应该把我知道的都告诉魅魔小姐！这样魅魔小姐就可以少走一些弯路了……
DLC5_Main_Part9_Branch_B_Mission	无法阻拦的真理之路！	既然灵梦小姐这么说，那看来确实是我想太多了，之前还对魅魔小姐说了很冒犯的话不知道她是不是还生气呢……算了！想这么多不如直接去找魅魔小姐道歉吧！
DLC5_Main_Part12_MissionA_Mission	怨灵畏惧之物·其一	去魔界已经有一段时间了，还没有找到那个让反狱王忌讳的东西的线索……必须得再加把劲了！再好好去探索一下魔界吧！
DLC5_Main_Part12_MissionB_Mission	怨灵畏惧之物·其二	终于找到让宫出口瑞灵畏惧之物！而且，魅魔小姐能改良噗噗呦果成为专攻怨灵的武器！这是一件大事，得马上向紫小姐和灵梦小姐报告！
DLC5_LunarCapital_Shop_Lv2_Upgrade_Mission	月之都·店铺扩张	如果太辛苦的话，就算逃跑也不会有人怪你的，毕竟这本来就不是你的责任……我可不是在担心你，说好的月都特产记得给我带回来！
DLC5_LunarCapital_Shop_Lv3_Upgrade_Mission	月之都·店铺扩张·改	我听说月都有一种不可思议的饮料，像晶莹剔透的露水，好看又好喝。如果你能给我带回来一些，我也不是不能帮你哦！
DLC5_Makai_Shop_Lv2_Upgrade_Mission	魔界·店铺扩张	茶会！？就是有很多蛋糕甜点的那种宴会吗？真好啊……说好给我带魔界的点心，绝对不能食言哦！
DLC5_Makai_Shop_Lv3_Upgrade_Mission	魔界·店铺扩张·改	我听说魔界有往烈酒里加入热咖啡的喝法，听起来好离谱啊，我有点好奇……
DLC5_Kizuna_Reisen2_LV1_Upgrade_Mission	请铃仙品尝一下「养心粥」吧！	从铃仙那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Reisen2_LV2_Upgrade_Mission_001	月都罕见的食材！	虽然我大概知道胡辣汤怎么做，但是有些必需的食材在月都是见不到的……
DLC5_Kizuna_Reisen2_LV2_Upgrade_Mission_002	请铃仙品尝一下「胡辣汤」吧！	从铃仙那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Reisen2_LV3_Upgrade_Mission_001	海鲜盛宴！	月都厌恶污秽，钓鱼只是陶冶情操，没有谁会去料理这些鱼。结果反而是没有海的幻想乡有各种各样的水产可以吃。好羡慕啊——
DLC5_Kizuna_Reisen2_LV3_Upgrade_Mission_002	请铃仙品尝一下「至尊海鲜面」吧！	从铃仙那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Yorihime_LV1_Upgrade_Mission_001	学习分子料理！	分子料理融合了物理、化学和烹调。既然用说的难以让你理解，那你就亲自做一次试试吧！
DLC5_Kizuna_Yorihime_LV1_Upgrade_Mission_002	请绵月依姬品尝一下「分子蛋」吧！	从绵月依姬那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Yorihime_LV2_Upgrade_Mission	请绵月依姬品尝一下「生命之源」吧！	从绵月依姬那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
DLC5_Kizuna_Yorihime_LV3_Upgrade_Mission_001	真空低温慢煮法！	这“真空低温慢煮"法，简单来说就是将烹饪材料放置于真空包装袋，再放入恒温水浴锅中，以低温长时间炖煮的烹饪方式。多说不如多做。你去准备一些牛肉，我们直接上手试试吧。
DLC5_Kizuna_Yorihime_LV3_Upgrade_Mission_002	请绵月依姬品尝一下「火星」吧！	从绵月依姬那儿得到了新料理的灵感，做出来以后请她尝一尝吧！
