ID	Context
0	依姬小姐，您为什么要这么严格地训练兔子呀？
1	这种程度在你看来就已经称得上是“严格”了吗？可见地上的妖怪是何等懈怠了。
2	……
3	无论如何，师父大人的教诲是绝对不会有错的。
4	诶？您是说，这训练方式是永琳小姐……
5	没错。师父大人还在月球的时候，我们姐妹一直接受着她那严厉而不乏温柔的教导。
6	即便是现在，我们也是按照师父大人教导的那样训练兔子们。
7	原来如此……
8	（看来依姬小姐也是从刀山油锅一样的训练里活下来的呀……）
9	……
10	怎么了？
11	师父大人她……
12	她在地上过得还好吗？
13	唔，印象中永琳小姐好像不常出门——啊！不过她开了一家主要面向人类的药局。
14	面向人类的……药局？
15	好像是叫“蓬莱药局”。在村子里挺有名气的，虽然说是面向人类，但偶尔也会救助妖怪呢。
16	据说无论是人类用的药还是妖怪用的药她都能做出来，就算是疑难杂症她也能开出特效药。
17	师父大人的能力当然毋庸置疑，但救助人类和妖怪……这是我记忆中的师父大人绝对不会做的事……
18	能请你再多说一些关于师父大人的事吗？
19	诶？抱歉……我知道的也就这么多了……
20	……也罢，雄鹰岂会与麻雀共飞。
21	那么，言归正传——
22	咦？
23	还记得之前做过的“分子蛋”吗？
24	当然记得！
25	之前给你讲了分子料理的理念，这次就给你讲讲分子料理的工艺技术。
26	哇！您愿意继续教我吗？
27	当然。既然说了要传授你分子料理的知识，就没有浅尝辄止的道理。
28	非常感谢！我会洗好耳朵来听的！
29	分子料理的常见工艺有几种——
30	比如真空低温慢煮，还有球化技术、液氮技术，以及泡沫法、凝胶法等——
31	等等——这、这都什么和什么啊？完全听不懂。
32	比如这液氮技术，就是利用液氮极低温度对食物进行急速冷冻。
33	冷冻？那不就会变得很硬吗？
34	这种做法通常用于制作冰激凌，或者将水果、蔬菜浸入液氮几秒钟，香气便更容易释放出来，吃的时候稍微解冻，表面就会十分生脆。
35	像这样把食材置于液氮为介质的超低温环境中，能形成特殊口感和奇异造型。
36	造型会变得奇异？
37	液氮技术能让料理呈现云山雾罩的效果，也可以让马铃薯以泡沫状出现，让荔枝变成鱼子酱的状态。|入口即化的鱼子酱在嘴尖爆裂流出了荔枝的味道，种种神奇的料理都离不开以液氮速冻技术为核心的低温烹饪。
38	真、真不可思议……在地上的时候，我觉得厨艺已经是我一辈子都研学不完的了，没想到天外面还有另一层境界……
39	那是当然。生物直到死那一刻，都要坚持学习，你就慢慢消化吧。
40	我已经等不及想试试做了！
41	那么，这次就先布置个简单的作业吧——
42	这一道分子料理，对现在的你来说应该问题不大。去做来看看吧——
43	唔唔……这个……
44	虽然不是很明白，不过我会拼尽全力去做的！
45	好！精气神不错，我期待你的成果！
