ID	NAME	DECRIPTION
3000	飞碟老虎机	使用真相不明的能力制造的迷之机器，据说灵感来源于外面世界的某种机器。有几率获得意外奖励，但过度沉迷必定会导致破产！
3001	海盗服	曾经随着村纱东飘西泊的船长服，是村纱海上生涯的重要见证，同时也是船长荣耀的象征。可以在家里的换衣间进行更换。
3002	仙女服	散发着缕缕仙气的纱裙。轻盈的丝纱质感，薄如蝉翼，似乎随时将化蝶飞去。可以在家里的换衣间进行更换。
3012	乐服	N/A
3003	唱片「命莲寺」 ~ 其一	收录了命莲寺的营业之歌的唱片，一共三首，此为第一首。可以随时放在留声机里播放。
3004	唱片「命莲寺」 ~ 其二	收录了命莲寺的营业之歌的唱片，一共三首，此为第二首。可以随时放在留声机里播放。
3005	唱片「命莲寺」 ~ 其三	收录了命莲寺的营业之歌的唱片，一共三首，此为第三首。可以随时放在留声机里播放。
3006	唱片「神灵庙」 ~ 其一	收录了神灵庙的营业之歌的唱片，一共三首，此为第一首。可以随时放在留声机里播放。
3007	唱片「神灵庙」 ~ 其二	收录了神灵庙的营业之歌的唱片，一共三首，此为第二首。可以随时放在留声机里播放。
3008	唱片「神灵庙」 ~ 其三	收录了神灵庙的营业之歌的唱片，一共三首，此为第三首。可以随时放在留声机里播放。
3009	唱片「国宴大赛」 ~ 其一	收录了国宴大赛的营业之歌的唱片，一共三首，此为第三首。可以随时放在留声机里播放。
3010	唱片「国宴大赛」 ~ 其二	收录了国宴大赛的营业之歌的唱片，一共三首，此为第三首。可以随时放在留声机里播放。
3011	唱片「国宴大赛」 ~ 其三	收录了国宴大赛的营业之歌的唱片，一共三首，此为第三首。可以随时放在留声机里播放。
