ID	Context
0	小麻雀~这段日子你也受了不少道教的熏陶，对道教产生点兴趣了吗？
1	唔……
2	哎呀。说服你比说服圣人还要艰难呢。难道是因为那个佛门的山彦吗？
3	我只是单纯没有信仰宗教的脑子……我听说神子小姐原本应该是信仰佛教，真的是您让她改信道教并成为仙人的吗？
4	是哦。神子真是相当聪慧。我只是稍微提点几句，她就全然明白了道教的好处。
5	是吗？您是怎么说的？
6	我说——道教崇拜自然，通过与自然融为一体来实现不老不死。神子很快就动了心。
7	……就这样？
8	呵呵。当权者最后的愿望，都不过是祈求长生。在不老不死的诱惑面前，没有人类能够拒绝。
9	我不明白……神子小姐活着的时候，不是一直在推广佛教吗？死了以后怎么会成为仙人呢？
10	你知道的还真不少呢~
11	道士们经常聊圣人的话题……
12	呵呵。毕竟在他们心中，圣人的存在就像旭阳一样。这是一种能够让人安心的绝对的强大哦。
13	哪怕她生前一直在推崇佛教吗？
14	所谓推崇佛教，只不过是表面功夫罢了。
15	诶——？
16	一千年前，我向神子进言劝她信奉道教。神子虽然动了心，但道教并不适合用于治国平天下。
17	虽然我觉得这种事根本就无所谓。但神子不这么想——
18	当权者也挺辛苦的。就连自己信仰什么都要考虑对家国天下的影响。
19	所以，我建议神子表面上维持着信仰佛教的样子。
20	咦？为什么？
21	因为佛教是个禁止杀生、戒律严明的宗教。神子也觉得佛教可以兴国安邦，便采纳了我的意见~
22	真复杂……我果然没有信仰宗教的脑子……
23	嗯……这样的故事不适合你呢……
24	还是来讲点有趣的吧——你知道何仙姑吗？
25	不知道。
26	她是道教八仙之一。因为她是以荷花化形飞升成仙，所以每逢仙姑诞辰，民间都会举办“荷花宴”为来庆贺。
27	“荷花宴”？
28	荷是古老而又著名的食用植物，还有很高的药用价值。所谓“荷花宴”，就是以荷藕入膳的宴席哟。
29	哇哦——好有文化底蕴的感觉——
30	呵呵呵~我就知道你会对这个感兴趣。
31	您再多说一些嘛！荷花宴上，最受欢迎的是哪道料理呀？
32	众口难调，就我个人来说，最喜欢的是那道“荷花鱼米盏”~
33	光听名字想象不出来呀。这是怎样的一道料理呀？
34	怎么？你的厨艺之魂已经蠢蠢欲动了吗？
35	我、我从来没有做过……如果有机会当然也想试试看……
36	是么——不过，这种富有“文化底蕴”的宴席，小麻雀的脑袋真的能理解吗？
37	没问题！现在的我已经能完全驾驭了！
38	呵呵。那就先做给我看看吧~
39	怎么样？
40	了不起了不起~
41	只要是涉及到料理的事，都难不倒小麻雀呢。
42	我也是做了很多功课的……
43	那么，是不是该给努力的小麻雀一点奖励呢~？
44	之、之前说的“荷花鱼米盏”……
45	呵呵。还真是一根筋啊——
46	好吧~我就教教你这个道教名菜吧~
