ID	Content
0	帕秋莉小姐，今天的天气真好！您不打算走出树荫来晒晒太阳吗？
1	啰嗦的家伙馆里已经有一个了。
2	不要那么冷漠嘛~
3	即便如此，你还是自说自话地凑过来了。
4	啊，我对这点还是挺自信的！
5	我并没有在表扬你哦。
6	其实我这次来，是有事情想请教帕秋莉小姐——
7	你把我当什么了？
8	不动的大图书馆？
9	……
10	怎么，你该不会是想找我借书吧？
11	就算您愿意借给我，我也看不懂啦。
12	所以，你围着我的书转是想干什么？
13	我、我是想……您能再教教我书里的食谱吗？
14	还真是得寸进尺啊。不过教了你两次，居然被你缠上了吗？
15	拜托了，您只要给我读一下书上的内容就可以了！
16	为什么我要做这种事呢？
17	作为偶尔会光顾夜雀食堂的客人，我学会更多菜肴对您来说也不是什么坏事嘛。
18	唔……这倒也是。虽然馆内那位很优秀，但越是完美的东西越容易让人生腻——
19	嗯？这是什么意思？
20	呵呵。意思是——你做的料理还差得远了。
21	呜呜，别小看我！现在的我走在路上，偶尔也会有人向我讨教厨艺呢！
22	我并没有小看你，反而是在夸赞你哦。不完美恰恰是你的优点——
23	……您书读得太多了，说的话让人连听都听不懂。
24	不过，既然您说是夸赞，那我就高兴地接受吧~
25	一副沾沾自喜的样子呢。那就让我看看你这些时日以来，是不是真的有长进吧。
26	诶！？
27	嗯，我看看……
28	这书上——
29	就这个吧。
30	诶？这是……牛排？
31	呵呵，这是惠灵顿牛排。
32	唔，牛排外面似乎裹了一层……
33	冰块
34	被冰块裹着的牛排……能咬得动吗？
35	酥皮
36	生菜
37	这是以前烧烤店时候的做法吧？
38	芝士
39	惠灵顿牛排外酥里嫩，芝士是无法做出这种口感的。
40	在西餐中，大多数菜名带“惠灵顿”的，基本上外壳就是一层黄油和面粉做的酥皮，酥皮的最外层一般会涂上一层蛋液。
41	原来如此。不过，在这层酥皮和牛排之间，似乎还有一层什么……
42	你觉得是什么呢？
43	唔，这个有点难辨别……看起来就是一坨黑色的……是什么碎肉吗？
44	不是肉也不蔬菜，是菌菇。
45	这还真是没想到啊——
46	不过，知道食材构成以后，感觉也不是很难嘛。
47	又开始飘飘然了。牛排在制作的时候要一直裹在酥皮里，如果阻隔肉汁与酥皮的步骤做得不好，就会把酥皮变潮。
48	而在火候上，因为无法看到肉的生熟程度，只能凭厨师的经验判断。无论是酥皮有一点儿沾潮或者牛排过熟，都属于制作失败。这样你还觉得简单吗？
49	我……
50	就这样还想让我教你，我才不想白费功夫。
51	别这样说嘛……我知错了，我会虚心学习的！
52	哼。如果你真的有在好好学习，那就做一道“高级”的料理来看看吧。
53	这是考验吗……我明白了！我会努力的！
54	哼。如果你真的有在好好学习，那就做一道“高级”的料理来看看吧。
55	嗯……做得还算不错。
56	呼……太好了！这样的话，您愿意教我怎么做惠灵顿牛排了吗？
57	既然你想让我教你，那就必须要有做到最好的觉悟哦。
58	是！我会竭尽全力，绝不给师父丢脸！
59	什——师、师父什么的就——
60	之后就请多多指教了，师父！
