ID	Context
0	哎呀，又见到你了呢——
1	真不好意思，之前一直匆匆忙忙的，都没来得及和你好好交谈。
2	我是爱好旅行的魔界居民露易兹。很高兴在这里见到你哦，异界的妖怪。
3	谢谢！我也很高兴见到您！对了——
4	我还没自我介绍，我是来自幻想乡的米斯蒂娅！正在经营一家——
5	幻想乡？诶！！？——你说你来自幻想乡！？？
6	是、是啊……
7	那么你认识一位叫爱丽丝的魔法使吗？
8	爱丽丝小姐？您说的是魔法森林的那位人偶使吗？
9	没错！就是她……她还平安吧？
10	嗯？是的！爱丽丝小姐和她的人偶都活得好好的。
11	等等——那些人偶，应该不能算是活着吧？
12	……
13	幻想乡的氛围看样子也很不错呢。
14	您看起来经常去旅行，没有来过幻想乡吗？
15	我基本上去的是幻想乡的“外界”哦。
16	诶——也就是说——
17	幻想乡是“里”之界。人间界则是“外”之界没错吧？我去的就是人间界哟。
18	您之前看起来急急忙忙的，原来都是为了去外界旅行吗？
19	是的。不过严格来说，我是去工作的——啊，我的工作就是旅行。
20	是导游什么的吗……
21	其实我在人间界有个很厉害的身份——自己这样说有点不好意思——我是个人气相当高的旅行博主哦！
22	哦！！！听起来好厉害——不过博主是做什么的呢？
23	我把在人间界的旅行过程记录下来，发在博客上——博客就是可以通过网络和各个地方的人类用文字或图像交流的工具。
24	一开始只是觉得有趣，后来不知不觉积攒了非常多的“粉丝”，大家对我发的内容很感兴趣，也经常在评论区分享自己的旅行见闻。
25	（粉丝？这不是绿豆做的食品吗……难道是外界特有的绿豆妖精吗？听起来数量还不少的样子……）
26	这个过程让我觉得很快乐，为了回应大家对我的期待，我就渐渐地把这件事当做自己的事业啦！
27	虽然有点难以想象，不过听起来很热闹的样子呢。
28	是的！我喜欢这种氛围！这次我也准备了非常棒的内容要和大家分享，真期待看到大家的反应呢！
29	哇，是什么内容呀？
30	是我前阵子在森林旅行时制作的创意便捷餐“长发公主”哦！
31	咦？旅行博主还要分享料理吗？
32	我会分享我在旅行过程中的一切事情！包括当地的风土人情等等，美食可是非常重要一环呢～
33	特别是在那些条件比较艰难的环境里，自己动手丰衣足食的过程，大家尤其喜欢哦！
34	我也好想看看呢……可惜我无法使用那个……剥壳？
35	噗呲——
36	是博客啦。可我就在你眼前呀——我们不需要通过博客就可以分享。只要给我一张纸就好了，我可以直接给你把食谱写下来。
37	啊！那、那就麻烦您了！请写……麻烦您画在这里吧！
38	没问题——
39	画好了！能看得明白吗？
40	是的！真是简单又创意十足的料理，我可以试试做吗？
41	当然可以！我所有的分享，都是希望大家也可以有同样美好的体验哦。
42	谢谢您！我一定会好好体验您创作的“美好”！
