ID	Content
0	爱丽丝小姐，这些人偶全都是您做的吗？
1	虽然不是全部，不过也差不多吧。
2	有这么多人偶来帮您完成家务，真好啊。如果我能拥有这么多能干的人偶，偶尔就可以偷偷懒了呢。
3	看起来虽然是这样，不过它们的行动实际上都是我用魔法丝线操纵的，所以我并没有你想象的那么轻松哦。
4	哈哈，怎么可能嘛！没想到爱丽丝小姐开起玩笑来也是这么一本正经的样子——
5	……
6	……您该不会是说真的吧！？
7	当然是真的。
8	这……可是它们看起来也太灵巧了……
9	我的体术不行，魔法强度也只能说是一般，唯独在灵巧度上，我是相当自信的呢。
10	不是——就算您这样说——
11	对了！之前我迷路的时候，那个给我指路的人偶——
12	是我操纵的。
13	那我上次看到的在院子里喂鸟的那只人偶——
14	也是我操纵的。
15	我、我上次还看到了一个人偶在指挥数个人偶干家务！这些难道也是您操纵的吗？
16	唔。那几个干家务的人偶确实不是我操纵的——
17	我就说嘛——！
18	它们是被那个指挥它们干活的人偶所操纵的，不过那个指挥者人偶还是我操纵的哦。
19	等等！我感觉自己要听不懂了——
20	也就是说，您操纵着人偶去操纵别的人偶！？
21	没错。除了在制作人偶这件事上只能我亲自动手，基本上什么都可以让人偶代替我去做。
22	居然能做到这种精细程度……太不可思议了……
23	不可思议，不正是魔法的特点吗？
24	……
25	这样说的话，那次看到的料理实际上也是您做的……
26	什么？
27	我有一次经过这里，看到一个正在煮汤的人偶。它煮出来的汤非常浓稠，还有一种奇异的香味，我想上去问清楚，结果它一看我就跑了——
28	等等！这果然还是很难让人相信嘛！这些真的全都是您操纵的吗！？
29	嗯……你有这样的疑问也不奇怪。虽然这些人偶都是我操纵的，但我有意赋予它们不同的个性。
30	这是在玩过家家吗？
31	不是说万物皆有灵吗？我塑造它们的个性，说不定能在潜移默化中孕化出它们的自我呢。
32	可是，为什么要这样做？
33	我制作及研究各种各样的人偶，有一个终极目标，那便是制作出能够自主活动的人偶。
34	自主活动的人偶……
35	你不是很在意那个汤吗？
36	对！那个究竟是什么？
37	那个是奶香蘑菇汤。虽然昆仑——就是那个煮汤的人偶的名字——她有些怕生，不过只要是我的“命令”，它都会努力地完成。
38	啊？
39	这也算是个难得的机会，如果你感兴趣的话，就让她来教你怎么做这个汤吧。她也该学学怎么和别人打交道了——
40	……
41	好的……
