ID	Content
0	美铃小姐，在想什么呢？
1	哎呀，老板娘你来啦。
2	真难得看到美铃小姐在发呆呢。
3	也、也没有发呆啦，就是想起来一些事。
4	除了睡觉，美铃小姐一直都元气十足。
5	看到美铃小姐似乎在思考的样子，还挺新鲜的。
6	别把人家说得像是笨蛋一样好吗！
7	我才要觉得，大家就像小孩子一样呢——和我们几千年的历史比起来。
8	啊，我没有这个意思，我是想说美铃小姐很率直……
9	那，美铃小姐是想到什么了呢？我看您的面色似乎还有些凝重。
10	我看起来是这样吗？……唔，只是想到了我的家乡。
11	美铃小姐的家乡？
12	我的家乡在遥远的大海的另一边哦。
13	海？幻想乡不是没有海吗？
14	……是啊，幻想乡是没有海的。
15	……？
16	我有点听不明白……总之，美铃小姐就是思乡了吧。
17	或许是吧~
18	那我来陪您聊聊天吧。美铃小姐的家乡是什么样子的呢？
19	什么样子呢……我的家乡是一个非常辽阔的地方。在悠久的历史中，汇聚了各种各样的璀璨文化。
20	对了，那个白玉楼的半灵小姐曾经跟我打听过家乡的宝刀来着！那把刀的主人是非常有名的大将哦！
21	还有那个森林里的人偶师，不知道从哪里听说我的家乡的地下埋着成千上万个士兵的人偶，似乎也非常感兴趣的样子呢。
22	哇，听起来好有趣——
23	嘿嘿，美铃小姐，既然您的家乡地大物博，应该也有许多经典菜式吧？
24	那是当然，我们家乡的菜肴在哪里都是十分受欢迎的哦！
25	哇，您能给我说说吗……
26	行！那我就给你说说我从小最爱吃的包子——
27	诶……就不能说点更华丽些的吗？
28	哼哼，你可别小看包子哦。包子虽小，却能海纳百川呢！
29	诶诶——
30	在我们家乡，没有人会不喜欢吃生煎包！
31	什么是生煎包？
32	生煎包的特点就是皮大馅大，还包进了滚烫的浓汤，再撒上芝麻葱花在表面，最后将外皮底部煎得金黄色——
33	（咽口水……）
34	一口下去鲜香多汁，嚼起来外酥里嫩，隔壁家的小孩都馋哭了。隆冬时节，吃上刚出锅的生煎包，还更有利于驱走寒气哦。
35	听着确实诱人，做法似乎也不难，感觉我也可以——
36	别掉以轻心呀老板娘，生煎包需要将滚烫的鲜汤包进去再下煎。如果功夫不到家，不可能煎得滴汤不漏。
37	唔……
38	所以在我的家乡，对于生煎包有着这样的评价——
39	“皮薄不破又不焦，二分酵头靠烘烤，鲜馅汤汁满口来，底厚焦枯是败品。”
40	还真是严格啊……不过，越是这样，我越想试试！
41	老板娘好样的！
42	嘿嘿。大致做法我已经知道，接下来就是生煎包里面的馅和汤了……
43	生煎包里面一般都是肉馅。至于汤……一般就是骨头汤什么的吧。
44	唔，既然这样，那我用什么肉来当生煎包的馅比较好呢……
45	难得知道了这么有趣的包子做法，我想用一些口感更好的馅肉来搭配！
46	口感更好的？那是什么肉？
47	自然是——
48	牛肉
49	一般没有人会用牛肉来做生煎包啦！
50	羊肉
51	一般没有人会用羊肉来做生煎包啦！
52	黑毛猪肉
53	猪肉
54	普通的猪肉口感也就那样吧……不是说要用口感更好的吗？
55	啊哈，我不太懂呢。
56	要不，我找一些黑毛猪肉过来，您帮我看看这种馅肉适不适合做生煎包好吗！
57	没问题！
58	我的肚子已经咕咕叫了。
59	唔唔——这个肉质看起来不错啊！
60	对吧？黑毛猪肉比一般的猪肉口感更好，嚼起来细腻可口，就连肥肉的部分也一点都不腻。所以我想试试用它来做生煎包！
61	老板娘决定就好！我就等着吃你做的生煎包啦！
