ID	NAME	DECRIPTION
5000	唱片「月之都」 ~ 其一	收录了月之都的营业之歌的唱片，一共三首，此为第一首。可以随时放在留声机里播放。
5001	唱片「月之都」 ~ 其二	收录了月之都的营业之歌的唱片，一共三首，此为第二首。可以随时放在留声机里播放。
5002	唱片「月之都」 ~ 其三	收录了月之都的营业之歌的唱片，一共三首，此为第三首。可以随时放在留声机里播放。
5003	唱片「魔界」 ~ 其一	收录了魔界的营业之歌的唱片，一共三首，此为第一首。可以随时放在留声机里播放。
5004	唱片「魔界」 ~ 其二	收录了魔界的营业之歌的唱片，一共三首，此为第二首。可以随时放在留声机里播放。
5005	唱片「魔界」 ~ 其三	收录了魔界的营业之歌的唱片，一共三首，此为第三首。可以随时放在留声机里播放。
5006	唱片「天罗地网」 ~ 其一	收录了月都试炼时营业之歌的唱片。可以随时放在留声机里播放。
5007	唱片「天罗地网」 ~ 其二	收录了与宫出口瑞灵决战时营业之歌的唱片。可以随时放在留声机里播放。
5012	门无杂宾	神奇的道具，能够屏蔽普通客人来店（包括符卡效果）。
5013	杜门谢客	神奇的道具，能够屏蔽稀有客人来店（包括邀请客人）。
5014	造物者之盒	来自另一个次元的“终极礼物”，能让拥有者成为“造物主”的神奇盒子。
5009	军乐队礼服	月之使者中军乐队的礼服，穿在身上有种威风凛凛的感觉！搭配的乐器是小号，也是我擅长的乐器之一哦！
5010	海滩度假装	露易兹小姐亲手设计的适合在海滩度假时穿的服装。考虑了防晒和清凉的同时，还增加了许多像水母一样轻飘飘的设计，融入水中就像真的变成了水母一样。
5011	蓬松松糖果	蓬松松爱莲魔法店发行的糖果形货币，是爱莲分享给大家的甜蜜。可以在蓬松松爱莲魔法店里换购商品。
5015	特殊的噗噗呦果	魅魔小姐的委托品！要选择合适的品尝者送出，一定要小心别弄丢了。
