ID	Content
0	老板娘，调查的结果怎么样了?
1	抱歉，没有调查到什么有用的线索……果然我不是很在行……
2	啊，不用在意。
3	我只是顺便问一下，结果怎样都没关系了。
4	诶！?难道说，你已经找回失物了吗?
5	没有……不过，已经有其他解决方法了。
6	到底是怎么回事?
7	昨晚正准备睡觉的时候，突然看到天花板开了一个黑不见底的洞——
8	然后从洞里掉了这个似乎是符咒一样的东西下来。
9	咦……
10	我当时吓了一跳，这种莫名其妙的符咒谁敢碰啊。
11	就在这个时候，洞里传来了一个让人毛骨悚然的声音……
12	呜哇——
13	“这是有神明加持的祈祷丰收的符咒，去种植谷物吧，暂时就用这个来填饱肚子好了~”
14	那个奇怪的声音如是说……
15	这怎么看都很可疑啊。
16	虽然如此，但万一呢?天大的事情都没有填饱肚子重要啊！
17	所以我还是把符咒拿给稗田家的大小姐鉴定了，她说那确实是丰收神的符咒。
18	这样一来，就算生意做不成，至少也可以养家糊口了。
19	……原来如此，这也是没有办法的办法了。
20	是啊。所以说，那个事件就算追查不到结果，你也不用太介怀。
21	虽然心里还是有点在意，不过暂时也只能这样了……
