ID	Context
0	文文小姐！您回来了——
1	这话说得就像花田是我的家一样呢。
2	因为我不知道应该去哪里找您，总不能去天狗城吧……
3	找我有什么事吗？
4	就是……您之前说如果没有新闻，就自己制造新闻什么的……
5	呵呵。没看出来你居然还有这种野望啊。
6	这是什么意思？
7	就算我制造新闻……甚至引发异变，都跟你没有关系吧？为什么你要来担心我是否胡作非为呢？难道不是把自己摆在了类似巫女的位置上吗？
8	我没有这样想……只是……
9	或许是因为和越来越多的人建立了羁绊，我的心也有了牵绊……会不自觉地担心大家的安危……
10	但、但我从来没有想过要取代巫女什么的——
11	好啦好啦。我逗你玩呢。
12	唔呜……
13	哎呀——自从上次被你点拨以后，一切都变得顺利了起来——
14	虽说时势造英雄，但更高明的英雄理应能够创造时势。
15	您到底想干什么……
16	我只不过是在为自己想要的发展铺路搭桥罢了。
17	……
18	嘿嘿。就当做是给你的答谢，我特别给你透露一点吧——
19	你知道“破坏之神”吗？
20	幻想乡有这样的神明吗？
21	呵呵。我说的这位，可不是神明哟。
22	那究竟是……
23	你那么想知道的话，就一定不能错过明天的报纸哟。
24	……明天的报纸吗？
25	没错，我只能说到这里。现在还不到时候，等明天的报纸刊登后，我会好好向你说明的~
26	我知道了。我会留意的……
