ID	Content
0	辉夜小姐，您最近看起来很忙碌的样子呢。
1	因为“月都万象展”快要开始了啊。
2	“月都万象展”？
3	怎么？去年的时候你没有来吗？
4	诶诶，难道去年也举办了吗？
5	举办了哦。而且盛况空前，大受好评呢。所以才决定每年都举办~
6	哇，我居然错过了这么厉害的活动！
7	不过这到底是什么啊……
8	“月都万象展”就是以“月球事都知道”为主题的月之都博览会。
9	博览会……又是什么？
10	你没事就别闲逛，多读点书如何？
11	唔唔……
12	简单来说，就是向地上人展示月球上的科技和历史、文化的展会。
13	虽然不太明白，但看起来好像很厉害的样子。
14	你这种头脑简单的家伙，看来是无法领略到月之文明的先进之处了。
15	别这么说，月之文化……我也很向往呢。
16	哦？
17	尤其是饮食文化！
18	啊啊。
19	要说有月之文化的料理的话，这次月都万象展也特别推出了一款月之料理哦。
20	诶！是什么样的料理！？
21	唔……告诉你也不是不可以……
22	正好我们人手不够，如果你愿意来帮忙的话，我就把这个秘方教给你，怎么样？
23	当然愿意。具体要做些什么呢？
24	唔，那就麻烦你给作业兔准备些料理吧。
25	好的！
26	还没准备好吗？
27	辉夜小姐，您需要的料理已经准备好了！
28	辛苦了。本来这种事应该是铃仙做的，不过她要为月都万象展捣年糕，所以抽不出身。
29	年糕这种东西谁来捣都一样吧？不能安排其他妖怪兔替一下她吗？
30	当然不行。这可是名为“月兔捣年糕”的月之特色节目，不是月兔就没有意义了啊。
31	可是，这里就只有铃仙小姐一个月兔吧？该不会要铃仙小姐捣整整一个月的年糕吧……
32	你是想说我的策划有问题吗？
33	我……
34	给——这是说好的月之料理的食谱。
35	啊！谢谢！
36	不客气。既然你学了我们的秘藏料理，那之后万象展的料理供应也交给你了哦。
37	……
