ID	Content
0	爱丽丝小姐——！
1	怎么了？
2	我刚刚在附近看到被钉子钉在树上的稻草人偶，上面好像还写着什么字！
3	这有什么好大惊小怪的，稻草人偶不就是用来钉在树上的吗？
4	为什么要把人偶钉起来啊？看着还挺渗人的……
5	大概是因为，稻草人偶本来就是制作来诅咒他人灵魂的东西吧。
6	诶！！？
7	你想过为什么稻草人偶要做成人形，而不做成猪、狗、或者麻雀什么的样子吗？
8	不要故意加上麻雀啦！
9	我提起麻雀，你不是更容易把自己代入进去吗？在咒术的概念上，无论是哪种方式的诅咒，都需要有一种类似的象征存在于其中。
10	也就是说，表面看起来是钉人偶，实际上钉的是——
11	没错。只要用钉子钉稻草人偶，被象征的本人也会感到疼痛。
12	呜哇——
13	所以说，如果稻草人偶不被钉起来，就失去存在意义了。
14	爱丽丝小姐对人偶的事情都很了解呢……那个稻草人偶该不会是您做的吧？
15	确实是我做的呢。
16	难道说，您有想要诅咒的对象吗？
17	那倒没有……不要这样看着我啊，真的没有！
18	不是您自己说的嘛，稻草人偶的存在意义就是为了诅咒某个对象……
19	虽然是这样没错……你这后退半步的动作是认真的吗？我只是为了研究而已。
20	研究？
21	我想针对性地研究这个现象，或许就可以朝制作出能够自主活动的人偶这个目标更进一步了。
22	不止稻草人偶，包括之前对巨大人偶的研究等，都是为了实现这个目标。
23	诶？巨大人偶和自立人偶也有什么关系吗？
24	现在还不能确定，但值得一试。
25	据说有一个长得像人偶一样的女孩，曾经因为特殊的际遇吃下了一块神奇的蛋糕，变得非常巨大——
26	好神奇！
27	变得巨大的像人偶一样的她，和自立人偶是否有某种关联？
28	我一边这样想着，一边翻阅了很多书籍，终于找到了这个叫做“Eat Me”的蛋糕的做法——
29	真、真的能让人变大吗？
30	很遗憾，无论实验多少次，那个蛋糕都不具有让人变大的能力。
31	真可惜！那……好吃吗？
32	……味道倒是不错。
33	嘿嘿，既然不会让人变大，那能教我怎么做吗？我想做给幻想乡的大家吃。
34	唔……
35	当然啦，毕竟是您好不容易才找到的秘方嘛！我愿意用别的东西来和您交换！
36	……算了。交换的东西就不用了，既然是这么难得才做出来的蛋糕，就让大家都尝一尝才不浪费嘛~
37	谢谢您！那我们现在就动手吧？需要准备些什么呢？
38	那就拜托你去采摘一些新鲜的葡萄吧。
39	好的！
40	这么快就完成了？
41	嘿嘿，我已经等不及想做蛋糕了！
42	还真是急性子……那就开始吧！
43	是——！
