ID	Content
0	好——幸好平时我有给每个客人做笔记，那些日夜积累下来信息竟然在这里也派上用场了……！
1	哦哦——如火如荼的战斗嘛！看了真让人热血沸腾呐！
2	虽然已经有料理人掉链子，刚刚已经被淘汰了呐——
3	像这样——被无情的举起来——然后唰的一声丢出去哦！
4	这……要是我输了，是不是也会……
5	那么我们马上进入第二个主题——调味怪诞料理赛！
6	调味？
7	这一轮，我们从地面上邀请了各位有实力的强者！
8	她们对于能免费吃到顶级料理的活动非常感兴趣，会在这个阶段循环出现在你们的餐厅！
9	而你们呢，除了要做出满足她们要求的料理以外——
10	每30秒，我们还会出一个调味命题——
11	需要在客人要求的料理的同时，加上这个命题调味才能够得分哟！
12	哈喽——补充一下！还是我——这次也是用咱的一点点小能力——
13	稍微放大了客人们意识深处的黑暗，如果忘记加料、或者菜有一点点不满意的话……
14	她们就会放符卡揍人呢！
15	怎、怎么这样——！
16	观众::——就喜欢看恋恋小姐整活——！
17	那么！目标是拿到10分！
18	各就各位——！走着！
19	我、我要加油……！
