ID	Context
0	我还是很好奇你之前说的，你去过地上的事情……
1	……
2	也不是不愿意告诉你……但是这件事关乎到我的安全……
3	啊！抱歉——没关系的！我只是有些好奇，你完全不用勉强的！
4	呃……你放弃得也太快了……
5	毕竟这可能会危害到你的安全……
6	反正，只要你保证不说出去就可以了。
7	那没问题！我可以保证！
8	太好了！其实我早就想对别人倾诉了——
9	那我就把耳朵伸长了听啦！
10	麻烦你了——说到那时候，我还是一只捣药兔——
11	对周围的伙伴来说，“捣年糕”已经只是毫无意义的例行公事。但我不这么认为。
12	我讨厌为了他人的罪过永远捣下去。这种没有任何成就感，也不允许思考的单纯体力劳动——我认为那属于最底层的工作。
13	的确……换做是我，也无法忍受一直重复做一件没有意义的事。
14	没错！我认为，我们自己应该拥有更高的能力才对。所以我要抗争！我、我要从这种压抑天性的工作中逃出去——
15	啊，所以你转职当月之使者了吗？
16	没有那么简单……
17	我当时想的是，我要逃离的不仅仅是工作，我必须要逃出月之都……
18	诶？！你、你是出逃到地上去的？！！！
19	嘘——！请小声点……
20	可你现在……这么说，你是被抓回来的？
21	叛逃罪在月都是个不小的罪过，要真是这样我就死定了！
22	唔，中间究竟发生了什么事……
23	我穿上月之羽衣逃到地上后，伪装成妖怪兔度过了一段安稳的日子。直到遇见了八意永琳大人……
24	从那一刻起，我天真的逃亡之旅就结束了。我不得不再次回到月都替八意大人送信。
25	明明好不容易才逃出去……你……恨永琳小姐吗？
26	啊？当然不！
27	诶？可你好不容易才逃出月都，要不是因为她……
28	你误会了。并不是八意大人导致我出逃失败。我那充满漏洞的出逃计划，就算没有遇到八意大人，肯定也很快就会被抓回去。
29	那样的话，我一定会受到十分严厉的惩罚……
30	也是哦……那你怎么又会成为月之使者呢？
31	正因为我有着替八意大人送信的功绩，所以得到了丰姬大人和依姬大人的照顾。
32	她们协助我改名换姓，以“铃仙”为新身份，将我安置在月之使者的队伍中。
33	原来是这样！真是一段惊心动魄的冒险！
34	也说不上啦……
35	你喜欢地上的生活吗？
36	喜欢呀！地上有各种各样的美食，还不用被迫工作，简直就像乐园一样。
37	不过托你的福，月都也可以吃到地上的美食，我好高兴！
38	嘿嘿。如果你有什么想吃的都可以告诉我哦，我尽量做给你吃。
39	真、真的吗？！那我就不客气了哦？真的可以吗？
40	你尽管说吧！
41	啊啊啊！我想再次吃一次地上的胡辣汤，如果你能满足我的愿望就太好了！
42	……胡辣汤？
43	诶？你不知道吗？
44	抱歉，我不太了解……
45	虽然我大概知道怎么做，但是有些必需的食材在月都是见不到的……
46	这个好办。收集食材的事交给我就好了。
47	太好了！我、我给你画个单子——那就麻烦你按照这个单子去采购了！
48	没问题！
49	哇！这么多够做一大锅了！
50	这些材料没问题吗？辣椒是不是有点太多了呀？
51	唔……多吗？我也不太清楚食材分量，但那个汤看起来红通通的……
52	……你真的会做吗？
53	我真的会做！接下来就交给我吧，你只要看着就好了！
54	做好啦！
55	哇！还真是通红通红的！不过闻起来香味确实很浓郁——
56	是吧是吧？我已经等不及了！我不客气啦——
57	呸呸——啊啊啊啊啊！！！好辣！！！好辣！！！！
58	这、这里有水！
59	咕噜咕噜——咕噜咕噜咕噜咕噜——
60	你还好吧……
61	呜哇！——总算得救了！
62	看你那个狼吞虎咽的样子，我还以为月亮上的兔子对辣的免疫力特别高呢。
63	呜呜，我总是被说感受和反应都很迟钝。
64	性格倒是偏急性子……
65	对不起，你好不容易收集来的材料都被我糟蹋了……
66	没事啦。虽然这次失败了，但是刚刚看完你的做法，我心里大概也知道该怎么做了！
67	真的？！
68	等我回去试验一下吧……说不定，你以后就可以随时在我的店里喝到你心心念念的胡辣汤了。
69	那真太好了！我会好好等待的！
