ID	Content
0	米斯琪~米斯琪~
1	怎么啦？这么兴致满满的样子。
2	感谢我吧，我可是给你带来了好东西哦！
3	莉格露……
4	你该不会又遇到什么新品种的虫子了吧……
5	不是啦……不过你这嫌弃的语气真是让人不舒服啊。
6	虫子可是非常高贵的存在，你应该对它们更加心怀敬意。
7	那种东西谁都不会喜欢的啦……
8	更何况我是经营食堂的欸！
9	要是被客人发现店里有虫子，会被认为卫生有问题的。
10	哼，有些虫子比那些妖兽、还有人类都不知道要干净多少。
11	想当年，我们虫族可是——
12	好啦好啦，不要回忆过去啦……你只要一回忆过去就会停不下来。
13	既然不是虫子，那你给我带了啥呀？
14	这个可是好东西呢，快看，刚刚脱落下来的——
15	呜哇！这什么啊，好恶心！
16	快拿开啦！
17	……
18	喂！过分了啊！
19	你不是说不是虫子吗，这怎么看都是虫子啊！
20	这是蝉蜕啦！不是虫！是黑蚱羽化后的蜕壳！
21	你捏捏看，中间是空的啦！
22	……真的诶？
23	就算不是虫子……这种东西，哪里算得上是什么好东西啊……
24	啊——气死我了！
25	蝉蜕有利咽开音、明目退翳的功效，怎么不是好东西了！这可是刚刚蜕下来的！
26	你看这多新鲜，你看这多脆呀——
27	……
28	我也是为了不浪费我那些可爱的虫虫们付出的努力。
29	这蝉蜕好不容易脱下来了，放着也是放着。
30	不如给你做菜，顺便向人们宣传一下我们昆虫的益处。
31	诶……你说做菜，可是这玩意……
32	哼，你也就是无知才会这样说。
33	蝉蜕可是随便炸一炸就能做出健康又爽口的料理的存在哦！
34	唔……那我就试试看吧。
